headword,pos,level,sentence,source_grammar_lesson_id
as,preposition,A1,My brother works as a driver.,64
along,adverb,A1,Whose toys does Tom play with along?,62
neat,adjective,B2,This is a neat place to have a party.,159
next,adverb,A2,Who is arriving next?,76
lethargy,noun,C1,A strange lethargy overcame the explorer after the long trek.,117
exaggeration,noun,B2,I can't imagine life without a little exaggeration.,170
functionality,noun,B2,The company announced improved software functionality.,143
similarity,noun,B1,A striking similarity existed between their handwriting.,117
eclectic,adjective,C1,We must consider a truly eclectic range of factors to make a well-rounded decision.,90
bumper,noun,B2,The car will have to get a new bumper after the accident.,140
broken,adjective,A1,What does the toy do? It looks broken.,60
unlimited,adjective,B2,She must have unlimited energy to do all that work.,177
ruthless,adjective,C1,We are being ruthless in our pursuit of efficiency.,72
patriotic,adjective,B2,The marching band played patriotic music during the parade.,159
sports center/sports centre,noun,A2,This new sports center is busier than the old one.,109
board game,noun,A2,Must we finish this board game before dinner?,92
sulphuric,adjective,C2,"Acid rain, which had been made more damaging by the addition of sulphuric compounds, eroded the statues.",151
up,adverb,A2,May I speak up?,98
chemistry,noun,B1,Who was good at chemistry?,137
splash,verb,A2,"The children are splashing in the pool, aren't they?",77
correct,adjective,A1,How many answers are correct?,31
repellant,adjective,C1,"The strong, repellant odor of the chemicals overwhelmed him for a moment.",115
inscribe,verb,B1,The artist carefully chose a stone and began to inscribe his name.,125
disadvantage,noun,A2,"This weather is a disadvantage, isn't it?",77
permanent,adjective,B1,The old scar gave him a permanent reminder of that day.,115
irony,noun,C1,The irony is that the book about time management was published late.,19
banana,noun,A1,Has he got a banana?,17
detract,verb,C2,We don't have to let small problems detract from the overall success of the project.,140
vanity,noun,B2,Her vanity never cost her much in terms of genuine friendship.,148
word,noun,A1,He has a word for you.,14
doubly,adverb,B2,"The choir, having sung beautifully last week, was doubly praised for their performance.",152
dress,noun,A1,I put on a nice dress.,52
preservation,noun,B1,We thought about the preservation of ancient artifacts.,118
chewing gum,noun,B1,I didn't leave any chewing gum on the bus.,132
modernization/modernisation,noun,B2,The city's extensive modernization of its public transport system has been widely praised.,154
September,noun,A1,Is there a holiday in September?,38
August,noun,A1,a month of August,42
idolize/idolise,verb,B2,"Young fans often idolize their favorite musicians, seeing them as perfect and flawless.",149
referee,noun,B1,The referee blew his whistle loudly.,125
instruction,noun,B1,He dreamt he received a strange instruction.,126
quarry,noun,C1,I am the quarry.,68
throw,noun,A1,Is there a throw on the sofa?,38
Monday,noun,A1,One Monday is fun.,25
aspirin,noun,B1,"I had a headache, so I took an aspirin.",122
satisfactory,adjective,B2,The progress on the project has been satisfactory.,151
shine,verb,A2,Is the sun shining today?,74
brief,noun,C2,"If the meeting were a brief one, we would have more time for lunch.",139
eliminate,verb,B1,She felt they had to eliminate the old system.,120
unsuspected,adjective,C2,The treasure had been hidden in an unsuspected location.,151
rubbish,noun,B1,This is the rubbish that I need to take out.,175
activity,noun,A1,His favorite activity is playing football.,66
invade,verb,A2,We don't want to invade their country as they don't want to invade ours.,110
munch,verb,C1,They happily munched their popcorn through the entire movie.,119
actually,adverb,A2,I can't actually remember his name.,85
aid,noun,B1,They offered their financial aid.,121
disparaging,adjective,C2,My accomplishments weren't met with disparaging remarks.,157
impediment,noun,C1,His lack of experience was a significant impediment to his promotion.,143
spark,noun,B2,Where does the idea for a new invention often appear? - From a sudden spark of inspiration.,159
soft,adjective,A2,May I touch your soft sweater?,98
sort,noun,B1,That sort of music pleased them greatly.,115
catch,noun,A1,Who is it? That is a catch.,9
bereft,adjective,C2,"After losing his dog, he will have to feel bereft for some time.",140
procedure,noun,B2,We have agreed to follow the correct procedure for applying for the grant.,167
estimation,noun,C1,"Based on our initial estimation, we believe the nearest town is located approximately twenty miles east.",52
remorsefully,adverb,C1,Was that a sharp needle he was holding remorsefully?,7
pertain to,verb,C1,Any concerns about the new regulations will pertain to the legal department.,146
plan,noun,A1,They haven't got a plan.,11
doing,do-verb,A1,Have you been doing anything interesting?,12
bound,adjective,B1,He was bound for the city.,127
instantaneously,adverb,C2,The magician's trick happened instantaneously; the rabbit disappeared from the hat.,160
bureau,noun,B1,The documents were kept in a large wooden bureau.,120
modal verb/modal,noun,B1,"That strong ""might"" modal verb/modal suggested a possibility.",117
stress,verb,B2,The loud music began to stress her out.,151
silently,adverb,A2,You may enter the room silently.,96
balky,adjective,B2,This old car is so balky that it often refuses to start in the morning.,144
IT,noun,A2,You may not have it.,97
brilliantly,adverb,B2,The idea was brilliantly conceived by the team.,145
animation,noun,B1,I didn't see the animation at the start of the game.,132
waterfall,noun,B1,We went to see the beautiful waterfall.,122
funk,noun,B2,Did anyone feel a little funk this morning?,172
Ms./Ms,noun,A2,Who is arriving now? Ms. Smith is arriving.,76
extensively,adverb,B1,She read extensively last month.,117
no,adverb,A1,What quality of coffee is this? It's no good.,23
better,adjective,A1,Is this a better apple?,7
presupposition,noun,C2,The argument relies on a false presupposition.,148
trigger,noun,B1,That wasn't the trigger for the argument.,134
us,pronoun,A1,Have you got the key for us?,12
hire,verb,B1,My grandfather used to hire a boat every summer for our family holidays.,178
worm,noun,B2,The early bird kept the worm.,150
forfeiture,noun,C2,We have decided to avoid any action that could lead to the forfeiture of our deposit.,167
mean,verb,A1,Who does this word mean?,63
giraffe,noun,B1,The giraffe ate all the leaves.,129
laud ,verb,C2,His efforts will be lauded by the community.,146
mesh,verb,C2,"The gears meshed perfectly, turning the machine.",150
green,noun,A2,I'm not painting the wall **green** now.,73
resemble,verb,B1,The new building resembled the old one.,129
squeeze,verb,B2,Was the tube of toothpaste squeezed too hard?,158
seaside,noun,A2,"We must visit the seaside, mustn't we?",95
haphazard,adjective,C2,His approach to organizing the files was quite haphazard.,144
gender,noun,A2,"We are discussing the person's gender, aren't we?",77
credential,noun,C1,What further credential will she acquire to advance her career?,81
reply,verb,B1,He would always reply to my letters quickly.,178
histrionic,adjective,C2,Have you noticed his histrionic outbursts during team meetings?,162
exactly,adverb,A2,This car is exactly the same colour as my old one.,109
criteria,noun,C1,He hasn't got the right criteria for the job.,15
slow,adverb,B1,She sang slow and a little sad.,124
razor,noun,B1,My father would always keep his razor very sharp.,178
singular,adjective,A2,I am having a singular experience.,70
unfeasible,adjective,C2,The original plan was deemed unfeasible by the committee.,145
conventional,adjective,B2,"She considered changing her career, moving away from conventional expectations.",170
blaze,verb,B2,The hikers watched as the setting sun began to blaze behind the mountains.,151
exuberant,adjective,C1,Did the children seem particularly exuberant after their surprise party?,133
artificially,adverb,B2,The music must have been artificially enhanced to sound so clear.,177
appallingly,adverb,C1,What kind of service do they provide? - They provide an appallingly slow and indifferent service.,53
pounce,verb,C1,Who can pounce on this opportunity?,88
executive,noun,B2,The executive spoke confidently about the company's future plans.,154
buzzard,noun,C2,The farmer hoped to catch the buzzard stealing his chickens.,167
cruelly,adverb,B2,"He treated her cruelly, didn't he?",165
escape,noun,A2,This is our only escape.,99
guts,noun,B2,Have you got the guts to try that again?,162
cogently,adverb,C2,He will be able to argue his point cogently with the committee.,141
falter,verb,B2,I wish my determination hadn't begun to falter during the difficult exam.,179
ash,noun,B2,She admitted scattering his ashes by the sea.,169
delight,verb,B2,Some of the performers' unexpected jokes continued to delight the audience.,171
eyebrow,noun,B2,I was able to raise an eyebrow at his surprising announcement.,141
relaxing,adjective,B1,She listened to the relaxing music all afternoon.,114
starve,verb,B2,Don't imagine starving yourself; eat something.,170
upright,adjective,B2,The old man had always stood upright in his beliefs.,151
prohibition,noun,B1,The initial prohibition prevented many people from entering.,117
remittance,noun,C2,We had our remittance processed by the bank.,181
atom,noun,A2,We must study every atom.,90
motive,noun,B1,She didn't have a clear motive for doing that.,132
melody,noun,B2,The simple melody can be remembered easily.,147
county,noun,B1,The old farmer grew his prize-winning pumpkins in a field in the next county.,130
ploy,noun,C1,I'm trying to figure out their latest ploy.,70
arrogant,adjective,B2,He tends to act arrogant when he thinks he's right.,168
thoughtful,adjective,B2,Have you ever received a thoughtful gift?,162
developed,adjective,A2,This developed country has the most advanced technology.,108
enormously,adverb,C1,The impact of the new policy on our company's productivity has been enormously improved.,143
premise,noun,C1,What has she got on that premise?,18
anniversary,noun,A2,What will you do for your wedding anniversary?,81
fissure,noun,C1,"The ancient statue will be able to retain its structural integrity over time, despite the visible fissure developing on its base.",141
collocation,noun,B2,I enjoy learning about word collocation.,170
revise,verb,B1,My teacher said that I needed to revise my essay.,174
profoundly,adverb,C1,Have you found the latest research on climate change profoundly disturbing?,162
owing,adjective,B1,The success was owing to their hard work.,117
penicillin,noun,B2,Penicillin was discovered by accident.,145
favorite/favourite,adjective,A1,Where is your favorite book?,20
speech,noun,A1,What colour speech do you hear?,54
potential,adjective,B2,The young athlete's potential was recognized after he grew significantly over the summer.,155
joint,noun,B2,The decision was made at a joint meeting of the committees.,156
atmosphere,noun,B1,The air hostess quickly created a relaxed atmosphere.,116
tiger,noun,A1,I don't see a tiger.,49
cabin,noun,B1,He dreamt of a small cabin in the woods.,126
snowboarding,noun,A2,"When it snows, I love snowboarding.",103
debt,noun,B1,"You paid off that small debt last week, didn't you?",138
vague,adjective,B1,She gave a vague reason for being late.,136
include,verb,A2,You must include your name on the form.,90
correlate,verb,C2,Where does the increase in tourism correlate with the rise in ice cream sales?,159
ammonia,noun,B2,The strong smell of ammonia had been noticed by everyone in the laboratory.,154
rainbow,noun,B2,We have just seen a beautiful rainbow after the rain.,160
improvisational,adjective,C2,The jazz band's improvisational music had flown through the crowd.,155
exceed,verb,B2,We will have to exceed our budget if we want to finish the project on time.,140
shower,noun,A1,one shower - many showers,30
massive,adjective,B1,The workers repaired the massive bridge.,114
hinder,verb,C2,The lack of funding is hindering our progress on the project.,181
moribund,adjective,C2,The ancient traditions will be slowly made moribund by modern influences.,146
pronunciation,noun,A2,"In case my pronunciation is not good, please correct me.",104
anywhere,adverb,A2,Will you travel anywhere interesting next year?,81
disillusionment,noun,C1,He has got a profound disillusionment with the political system.,14
deduce,verb,B2,"From his initial remarks, I was able to deduce his true intentions.",141
dehumanize/dehumanise,verb,B2,It can be easy to dehumanize others when you don't take the time to understand their experiences.,141
stock market,noun,B2,The price of shares on the stock market will likely be higher by the end of the year.,146
kindness,noun,B1,She always showed great kindness when she helped the old lady.,114
unrelated,adjective,B1,That comment seemed unrelated to our conversation.,129
persuasion,noun,B2,He finally got his stubborn neighbor's agreement through sheer persuasion.,181
solve,verb,A1,Whose problem can he solve?,64
possibility,noun,B1,We discussed the possibility that the project might be delayed.,175
branch,noun,A2,Must we water this plant's branch?,92
practically,adverb,B2,"With daily practice, he is practically able to play the entire song from memory.",141
sports,adjective,B1,She didn't play any sports games last weekend.,132
like,verb,A1,Do you like to read books?,50
bullet,noun,B1,He explained that the stray bullet had hit the window.,174
last-minute,adjective,B2,She made a last-minute decision to cancel the trip.,151
cross,noun,A2,Can you show me the cross on the map?,86
sharply,adverb,B2,The company's profits declined sharply.,143
acoustic,adjective,C1,We will perform a set of acoustic measurements to assess the building's sound insulation.,78
outward,adjective,B1,She showed a calm outward appearance that hid her true feelings.,175
without,preposition,A2,May I borrow your phone without asking my parents?,98
who,pronoun,A1,"Don't go there, who is there?",44
conceivable,adjective,B2,"The most convenient solution, while perhaps not the most exciting, has now been realized, leaving all other conceivable outcomes behind.",151
laborer/labourer,noun,B2,The skilled labourer has finished building the wall.,164
enhance,verb,B2,I have never yet found a way to truly enhance my cooking skills through a single recipe.,161
detach,verb,B2,The soldiers refused to detach themselves from their posts.,167
lily,noun,A1,There are no lilies in the garden.,40
black,adjective,A1,I often see a black cat.,45
staccato,adjective,C1,"The urgent commands will be delivered in a staccato rhythm, won't they?",83
housemaster,noun,B2,The expelled student avoided the housemaster.,143
afterwards,adverb,B1,She spoke to the teacher afterwards.,128
actress,noun,B1,The famous actress performed beautifully in the play.,125
appoint,verb,B1,They appointed a new manager last week.,124
perform,verb,A2,We are performing a song for them.,72
ecotourism,noun,C2,The recent growth in ecotourism has benefited local communities immensely.,148
fact,noun,A2,You may consider this fact.,99
accrue,verb,C2,Interest will accrue on the savings.,154
invite,verb,A2,What will you invite to the party?,81
sequel,noun,C1,Has the much-anticipated sequel to the popular fantasy novel been released yet?,158
woo,verb,C1,"The aspiring politician campaigned vigorously throughout the district, hoping to woo voters with promises of lower taxes.",125
messenger,noun,B2,The crucial information was delivered by a trusted messenger.,156
topographically,adverb,C2,The explorer can't have been lost topographically – the map was clearly marked.,177
lapse,verb,C1,Several crates of supplies began to lapse in quality after prolonged exposure to the damp air.,42
infringement,noun,B2,The company has decided to take legal action against the infringement of its copyright.,167
feign,verb,C2,She continued feigning sleep to avoid the conversation.,170
dazzle,noun,B1,The parade's bright lights offered a welcome dazzle.,130
toll,noun,B2,"The highway must have had a toll booth that was closed, because there's no record of payment.",177
nervous,adjective,A2,I felt a little nervous doing it myself.,101
crack,noun,B2,Did you find any tiny crack in the wall?,172
usage,noun,B1,He carefully studied the old book's archaic word usage.,114
line,verb,B2,Some people lined up for the new product.,171
concerto,noun,C1,She mentioned that the orchestra performed a breathtaking Beethoven concerto.,174
slide,noun,A2,The third slide was the fastest.,113
head,noun,A1,How much stuff is in my head?,34
embody,verb,C2,Have you ever seen someone who truly embodies kindness?,162
magician,noun,B1,The magician pulled a rabbit from his hat.,121
windsurfing,noun,B1,My brother cut his leg during windsurfing last summer.,116
spaghetti,noun,A2,My brother is eating spaghetti.,76
torment,noun,C1,His constant regret doesn't bring him peace; it's a relentless torment.,58
fisherman,noun,A2,"The fisherman will catch many fish, won't he?",83
demographic,noun,C1,"We must consider the changing demographic, mustn't we?",95
ride,noun,A1,Who wants a fun ride?,63
gush,verb,C1,A torrent of praise began to gush from the audience.,42
alarm,verb,B1,Did the loud noise alarm you this morning?,133
insubordinately,adverb,C1,"She continued insubordinately ignoring the commander's direct orders, a defiance that ultimately led to her dismissal.",170
calmness,noun,B1,She dreamt of a future filled with peaceful calmness.,126
white,noun,A1,What color is the chalk? - It is white.,60
incident,noun,B1,We discussed the recent incident in class yesterday.,114
system,noun,A2,What can we do to improve the transport system?,87
ban,verb,B2,That noisy music will be banned from the park next month.,146
consumption,noun,B1,My neighbor started the new electric car's high energy consumption.,136
strap,verb,C1,There are no loose straps on the backpack.,40
morally,adverb,B2,Is it morally acceptable to keep quiet?,158
indefinitely,adverb,C1,I'm going to continue practicing my French indefinitely.,70
'm,be-verb,A1,I'm not sure if there's much sugar left.,33
murder,noun,A2,The murder was more shocking than any other crime.,107
amorphous,adjective,C2,The blob of jelly was an amorphous mass.,143
irate,adjective,C1,What do you do when you're irate?,51
picky,adjective,B2,She admits being very picky about what she eats.,169
journey,noun,A2,This journey was longer than the last one.,106
trust,verb,A2,We are trusting you with this important job.,72
beneath,preposition,B1,They hid the treasure chest beneath the old oak tree last night.,119
signpost,noun,B1,A weathered wooden signpost marked the forgotten trail.,117
register,verb,B1,She registered her name for the competition.,136
tooth,noun,A1,There isn't a tooth in my mouth.,37
alcoholic,adjective,B1,"He woke up feeling the familiar, alcoholic haze from the night before.",128
prick,noun,B2,"If that sharp prick hadn't caught my attention, I might have accidentally touched the hot surface.",139
public,adjective,B1,The choir sang at the public event.,124
chronology,noun,C2,The police report must follow a strict chronology of events.,177
dessert,noun,A2,I'm not eating dessert now.,73
terrorist,noun,B1,The police caught the terrorist yesterday.,116
cookie,noun,A1,Is there a cookie on the plate?,38
still,adjective,A1,How many cookies are still there?,31
salary,noun,B2,He hopes to be able to negotiate a higher salary next year.,141
lease,noun,B2,"The old office building's lease had been renewed, then eventually outgrown.",155
wristwatch,noun,B1,He was happy to wear his new wristwatch.,122
dozen,determiner,B1,She was a dozen years younger when she first went to live there.,122
another,determiner,A1,It's another nice day.,2
sister-in-law,noun,B2,My sister-in-law often sang in the choir when she was younger.,152
subdivision,noun,B2,The city council is considering approving the new subdivision of the old farmland.,169
knack,noun,C2,She seems to have a knack to charm everyone she meets.,167
convey,verb,B1,The painting didn't convey a sense of happiness.,134
wrap,verb,B1,It's nice to wrap a warm scarf around your neck when it's cold.,182
overbook,verb,B2,"The airline has just overbooked the flight, so they are asking for volunteers to take a later one.",160
scary,adjective,B1,That wasn't a scary movie.,134
digital camera,noun,A2,He is taking photos with his new digital camera.,71
good morning,interjection,A1,"Good morning, whose car do you drive?",55
unmusically,adverb,C1,There is a strangely unmusically timed chirp from a hidden bird.,36
week,noun,A1,It isn't this week.,3
resolve,verb,B1,She decided to resolve the problem quickly.,125
wordlessly,adverb,B2,"The old photograph had spoken volumes, and she simply stared at it, wordlessly remembering.",155
maternalistic,adjective,C1,How much maternalistic concern can one person show before it becomes overwhelming?,34
qualification,noun,B2,The new employee's qualification has been verified.,166
scarlet,noun,B2,The artist will have to mix more scarlet for the sunset.,140
notoriety,noun,C2,His notoriety as a prankster led to his expulsion.,143
crowded,adjective,A2,You may not go into that crowded shop.,97
behave,verb,B1,He behaved well during the meeting last week.,123
fiddle,noun,C1,I haven't got a fiddle to play.,11
humble,adjective,B2,"His efforts were widely praised, and he remained a humble individual.",145
lunch,noun,A1,Whose lunch does he eat?,62
once,conjunction,B2,We were relieved once the difficult task was completed.,151
confinement,noun,C1,He isn't experiencing confinement in his current circumstances.,73
birth,noun,A1,How much is the birth certificate?,34
financial,adjective,B1,"Before the crisis, they were a successful financial advisor.",123
adverse,adjective,B2,The long-term effects of the medication had been less adverse than initially feared.,151
regrettably,adverb,B2,"Regrettably, she confessed to missing the important meeting.",169
mansion,noun,B2,"The grand old mansion had been left untouched for years, its former glory broken by neglect.",154
ahead,adverb,A2,Can we walk ahead to the shop?,86
cent,noun,A2,Are you spending every last cent?,74
call,noun,A1,Whose name is the next call?,62
voice,verb,C1,"In case the speaker falters, the moderator is prepared to voice concern about the session's timing.",104
scramble,verb,B2,We scrambled to get our coats before the rain started.,152
dollar,noun,A1,on the table is one dollar,35
flagging,adjective,C2,"The runner's pace, after being so strong, started flagging.",152
shy,adjective,A1,Are there any shy cats in the house?,41
conscience,noun,B2,He fought his conscience and did the wrong thing.,149
acidic,adjective,C1,The scientist predicts that the solution will become increasingly acidic over time.,78
mainly,adverb,A2,You may mainly use this room for studying.,96
couch,noun,A1,Are there any cushions on the couch?,41
nutrition,noun,B1,That meal wasn't about good nutrition.,134
reunion,noun,A2,Who can help organize the class reunion?,88
overseer,noun,C1,I am reporting directly to the new site overseer.,70
superficially,adverb,C1,"You can only understand the topic superficially, can't you?",89
partly,adverb,A2,She is partly reading her book now.,71
analyst,noun,B2,The financial analyst had drunk his coffee quickly before the important meeting.,152
pipe,noun,B1,The plumber repaired the broken pipe yesterday.,115
relapse,noun,C1,Who fears a relapse into old habits?,63
unable,adjective,B1,She felt unable to move yesterday.,127
learner,noun,A2,I am a happy learner at this school.,70
gourmet,noun,C1,She's got a taste for the gourmet.,14
worst,noun,B1,I didn't have the worst day of my life.,132
need,modal auxiliary,A1,He needs a new shirt.,66
recumbent,adjective,C2,The lazy cat continued to recline in a recumbent position.,168
spite,noun,B2,He had the whole project redone out of spite.,181
concerned,adjective,B1,She looked concerned when she saw the broken toy.,119
steal,verb,A2,Must I steal that apple?,92
maelstrom,noun,C2,She intended to escape the maelstrom of her troubled thoughts.,168
tame,adjective,B2,They found that resisting the urge to try the wilder recipes was a tame decision.,169
herald,verb,C2,The approaching storm will herald a change in the weather.,140
upset,adjective,A2,"If she is upset, I will try to make her happy.",102
stew,noun,B2,The cook stirred the thick stew.,155
patriotism,noun,B2,"In that country, patriotism is deeply felt by the citizens.",156
tone,verb,C1,Her new approach to leadership will tone down the company's aggressive marketing strategies.,78
mind,verb,A2,He is minding the shop this afternoon.,71
hamburger,noun,A1,Is there a hamburger in the fridge?,38
damage,noun,B1,The heavy rain caused a lot of damage to the roof.,124
assistant,noun,B1,My assistant dreamt of becoming a famous chef.,126
beard,noun,B1,"He had a long, grey beard when he was a young man.",122
relationship,noun,B1,That event changed our relationship.,129
sauce,noun,A2,I must add some sauce to my pasta.,90
postal,adjective,B2,Your letters will be sent by the postal service tomorrow.,146
reader,noun,A1,"What have you got, reader?",13
twice,adverb,A2,"In case you need to check it twice, I've written the instructions clearly.",104
basket,noun,A2,"You must put the shopping in the basket, mustn't you?",95
track,verb,B2,They decided to track the lost hikers.,167
registration,noun,B1,We used to complete the **registration** form by hand.,178
knife,noun,A1,He needs a knife for dinner.,57
human,adjective,A2,Who will explore distant planets? Our human descendants.,82
flat,adverb,B2,The tires went flat under the weight of the wagon.,159
commit,verb,B1,Who was going to commit to the project?,137
irritate,verb,B1,The constant noise which my neighbor makes really starts to irritate me.,175
assure,verb,B2,I was assured that all the necessary safety measures had been taken.,156
sponge,noun,B1,He wiped the table with a wet sponge.,121
confabulate,verb,C2,They will confabulate and confabulate about the plan.,148
angst,noun,C2,He'll be allowed to express his teenage angst soon enough.,142
pursue,verb,A2,You may pursue your dreams.,96
geographic,adjective,B2,We were granted permission to access the geographic data.,142
idle,verb,C2,The factory was left to idle for weeks.,145
capital,noun,A2,This capital is bigger than the other capital.,106
bride,noun,A2,The bride may not see the groom before the wedding.,97
sweet,adjective,A1,Where does she get that sweet cake?,61
campsite,noun,B1,We found a good campsite by the river.,117
emulsifier,noun,C2,We will have to add an emulsifier to the sauce.,140
approval,noun,B1,We were waiting for their approval.,123
hush,verb,B2,The parents had their crying baby hushed by the lullaby.,181
playmate,noun,B2,The child decided to ask the new girl at school to be her playmate.,167
nineteen,number,A1,I have nineteen apples.,56
evacuate,verb,B2,The entire building had to be evacuated immediately.,147
punctuation,noun,A2,I will check the punctuation myself.,101
lover,noun,A2,Can you teach me how to dance like a true lover?,86
shortness,noun,B2,Is its shortness noticeable to most people?,158
outcome,noun,B2,We are awaiting the final outcome of the experiment.,143
resonate,verb,C1,This proposed legislation mustn't fail to resonate with the public's deep-seated concerns about social justice.,91
workshop,noun,B1,She spoke about her new painting at the art workshop.,128
noun,noun,A2,"In case you forget the correct noun, write it down on the paper.",104
addict,noun,B2,He had his gaming habit recognized as an addict's need.,181
nonetheless,adverb,B1,"They finished the difficult project quickly, but nonetheless, they still felt tired.",119
earache,noun,B1,He had a terrible earache and couldn't sleep.,122
calf,noun,B1,The farmer helped the cow bring up her new calf.,180
nowhere,adverb,B1,"He looked for his keys, but they were nowhere to be found.",136
unnervingly,adverb,C2,The silence was unnervingly complete.,157
linger,verb,B2,The sweet scent of jasmine seemed to linger in the evening air.,152
always,adverb,A1,What is it? It's always a book.,8
pastor,noun,B2,The congregation voted to ask the new pastor to lead their church.,167
huge,adjective,B1,"That was a huge party last night, wasn't it?",138
approve,verb,B1,The manager approved the proposal.,118
furiously,adverb,B2,"He was furiously working on his assignment, determined to finish it before the deadline.",141
command,noun,B1,The sergeant gave the command to advance.,180
reproduce,verb,B1,The printer reproduced the image perfectly.,114
medal,noun,A2,Is he wearing his new medal?,74
northern,adjective,B1,Did you visit the northern lights last winter?,133
room,verb,B1,The large table finally roomed in the centre of the hall.,115
stupid,adjective,B1,I dreamt I did a stupid thing yesterday.,126
appear,verb,A2,I am appearing on stage in a minute.,70
publish,verb,A2,The author is publishing his new book soon.,75
ritual,noun,B2,The morning coffee became a comforting daily ritual.,151
unpopular,adjective,B2,This new policy is proving quite unpopular with the staff.,144
drapery,noun,B2,"You have admired the exquisite drapery in this room before, haven't you?",165
space,noun,A2,We can use the spare room as extra space for storage.,87
convert,verb,B2,We will have to convert the old barn into apartments.,140
sound,noun,A2,This is the soundest advice I've heard.,108
wake,noun,A1,Don't wake the baby.,44
appalling,adjective,C1,"The hotel's hygiene standards must have been appalling, given the number of guests who fell ill.",177
additive,adjective,C2,I have never tasted food with such an unusual additive.,161
difficulty,noun,A2,You may have difficulty finishing this on time.,96
cornerstone,noun,B2,My teacher believes that critical thinking is the cornerstone of a good education.,164
terror,noun,B1,The sudden noise filled the small room with terror.,120
hypocrisy,noun,C1,We are witnessing rampant hypocrisy when leaders advocate for environmentalism while maintaining extravagant lifestyles.,72
proliferation,noun,C2,They worry about the proliferation of misinformation online.,170
fiendishly,adverb,C1,"This author, an otherwise gentle soul, crafts his characters fiendishly complex.",16
snowstorm,noun,B1,We were stuck inside all day because of the snowstorm.,135
rural,adjective,B2,The traditional crafts of the region can be preserved in rural communities.,147
love,noun,A1,There is love in my heart.,36
challenge,noun,A2,I can meet the challenge.,84
rape,noun,B2,She has never experienced the trauma of rape.,161
both,adverb,A1,Who is it? - It's both a cat and a dog.,9
lifeguard,noun,B1,The lifeguard saw the child and jumped into the water.,127
repose,noun,C2,His trust was placed in repose.,156
automatic,verb,C1,The system will automatic learn from user behaviour to improve its suggestions.,180
indicate,verb,A2,The signs may indicate where we are allowed to park.,96
grant,verb,B1,She granted him her permission to enter.,120
rat,noun,A1,This is a rat. The rat is small.,16
yacht,noun,B2,Where are the celebrations usually held? On a luxurious yacht.,159
Olympics,noun,A1,He hasn't got tickets for the Olympics.,15
jurisdiction,noun,C1,Are there any legal disputes currently falling under the court's specific jurisdiction?,41
huddle,verb,C2,The lost children have been huddled together for warmth.,166
think,verb,A1,I think there are thirty-one apples and thirty-two apples.,26
indiscretion,noun,C2,The king's past indiscretion was spoken of only in hushed tones.,154
tomato,noun,A1,It is a tomato.,66
solo,noun,B2,The performer just finished his impressive solo.,160
bookshop,noun,A2,My sister will work in that new bookshop.,82
about,preposition,A1,There are books about animals.,39
senior,noun,A2,He is the third senior on the team.,113
fine,adverb,B2,The job wasn't done fine.,157
stimulant,noun,B2,Have you ever tried a natural stimulant to stay awake?,162
pavement,noun,B2,"You've walked on this cracked pavement before, haven't you?",165
out,adverb,A1,What kind of food do you like to eat out?,53
utilitarian,adjective,C2,We will be able to choose a more utilitarian design for the new equipment.,141
deadline,noun,B1,We flew past the deadline for the project submission.,130
worst,adverb,B2,He's worst able to manage the team now than he was last year.,141
corn,noun,A1,Is this a yellow corn?,7
flask,noun,C1,"You always keep your experimental chemicals in that sturdy glass flask, don't you?",65
scooter,noun,B2,My new scooter was delivered this morning.,159
motorcycle,noun,B1,She rode her new motorcycle yesterday.,115
environment,noun,B2,There was no evidence of a healthy environment in the abandoned factory.,173
instead of,preposition,B1,She wore a red dress instead of the blue one she had bought.,116
cause,noun,B2,Who has shown such kindness? - The unexpected donation was the cause.,164
mother-in-law,noun,B2,My new roommate has no intention of inviting her mother-in-law to stay.,173
flatter,verb,C1,He flattered himself on his wit.,152
explanatory,adjective,C1,"The professor provided several explanatory notes, unlike the single one from the previous lecture.",29
drought,noun,B2,Some regions experienced a severe drought last summer.,171
flight,noun,A2,"If there is a flight delay, we will miss our connection.",102
governor,noun,B1,The governor used to visit our town quite often.,178
second,pronoun,A2,"He ran the race quickly, but the second place runner ran even faster.",111
adore,verb,B2,You must adore that new song; you've been humming it all day.,177
proposition,noun,C2,She refused to consider the risky proposition.,169
groom,noun,B1,He explained that the groom was wearing a blue suit.,174
picture,verb,B2,He had his portrait pictured by a renowned artist.,181
lack,verb,B2,The project may be hampered if essential resources lack.,147
immortality,noun,B2,The ancient myths often spoke of a hero who had been granted immortality.,151
kite,noun,A1,That's a kite. The kite is red.,16
occupational,adjective,C1,She avoided asking too many probing occupational questions during the interview.,169
simultaneously,adverb,B1,The two birds sang their songs simultaneously.,117
anchorperson,noun,B2,The news broadcast will be presented by the new anchorperson.,147
stay,verb,A1,What kind of party will stay fun?,23
pajamas/pyjamas,noun,B2,My little brother accidentally wore his pajamas to school today.,117
ski,noun,A2,Where will you buy your ski?,81
disorganized/disorganised,adjective,B2,Have you ever found your desk quite disorganized after a busy week?,162
laudatory,adjective,C2,The award was accompanied by a laudatory speech.,166
billion,noun,B2,The company's value had been estimated at over a billion.,151
administrative,adjective,B2,"If I had more time, I would tackle those administrative tasks, but unfortunately, I'm swamped with urgent client work.",139
pacific,adjective,A2,He is being very pacific with his younger sister now.,71
